Número de Registro,NIT Productor SDV,Nombre Comercial,Nombre Técnico,Partida Arancelaria,Fecha de Aprobacion,Fecha de Vencimiento
202110140085867,800174043,Barra Telescópica M6 Estandar,Barra Telescópica M6 Estandar,9021102000,10/15/2021 10:23:52 AM,10/15/2022 12:00:00 AM
202110140085868,800174043,Barra Telescópica M6 Mediana,Barra Telescópica M6 Mediana,9021102000,10/15/2021 10:35:54 AM,10/15/2022 12:00:00 AM
202110140085873,800174043,Buje Cilíndrico,Buje Cilíndrico,9021102000,10/15/2021 10:47:23 AM,10/15/2022 12:00:00 AM
202110140085875,800174043,Distanciador Hexagonal Estandar M6,Distanciador Hexagonal Estandar M6,9021102000,10/15/2021 10:50:06 AM,10/15/2022 12:00:00 AM
202110140085876,800174043,Arándela Cónica Cóncava / Convexa,Arándela Cónica Cóncava / Convexa,9021102000,10/15/2021 10:52:17 AM,10/15/2022 12:00:00 AM
202110140085877,800174043,Arandela Plana,Arandela Plana,9021102000,10/19/2021 09:44:54 AM,10/19/2022 12:00:00 AM
202110140085878,800174043,Tornillo Cabeza Cuadrada M6 Conector,Tornillo Cabeza Cuadrada M6 Conector,9021102000,10/15/2021 10:20:58 AM,10/15/2022 12:00:00 AM
202110140085880,800174043,Placa Conexión,Placa Conexión,9021102000,10/19/2021 09:46:44 AM,10/19/2022 12:00:00 AM
202110140085881,800174043,Placa Biplanar,Placa Biplanar,9021102000,10/19/2021 09:48:42 AM,10/19/2022 12:00:00 AM
202110140085882,800174043,ERROR: #NAME?,ERROR: #NAME?,9021102000,10/19/2021 09:51:00 AM,10/19/2022 12:00:00 AM
202110140085884,800174043,ERROR: #NAME?,ERROR: #NAME?,9021102000,10/19/2021 09:55:06 AM,10/19/2022 12:00:00 AM
202110140085932,800174043,ERROR: #NAME?,ERROR: #NAME?,9021102000,10/19/2021 09:56:49 AM,10/19/2022 12:00:00 AM
202110140086007,800174043,- Tornillo Cabeza Hexagonal 5/16,- Tornillo Cabeza Hexagonal 5/16,9021102000,10/19/2021 09:59:32 AM,10/19/2022 12:00:00 AM
202110140086089,900568704,CALZADO DE CALLE PARA MUJER,CALZADO DE CALLE PARA DAMA,6402999000,10/15/2021 04:20:11 PM,10/15/2022 12:00:00 AM
202110140086090,900800050,CAL CTA TAN IZQ POLICA FZ ROAD CAL CTA TAN DER POLICA FZ ROAD CAL CTA COL IZQ POLICA FZ ROAD CAL CTA COL DER POLICA FZ ROAD CALCA GUIA AIR INF IZQ FZ ROAD CALCA GUIA AIR INF DER FZ ROAD,CALCOMANIA DECORATIVA ADHESIVA PARA MOTO,4908909000,10/22/2021 02:39:02 PM,10/22/2022 12:00:00 AM
202110140086092,830143020,"•	EMBLEMA 93,7* 28,2mmREFELCTIVO ROJO+IMPRESIÓN UV+DOMES •	EMBLEMA EN DOMES 650 (SUZUKI) •	EMBLEMA S SUZUKI ECODOMES 40 X 40MM •	EMBLEMA GS 125 DOMES POLIESTER 1 TINTA 174,5 X 27,5 •	EMBLEMA AN 100 SPACE (18.7CMS*2.5CMS) GRIS DOMES •	EMBLEMA S SUZUKI",EMBLEMAS MONOGRAMAS Y MARQUILLAS PLASTICAS DE POLIMERO ACRILICO Y POLIMERO DE ESTIRENO CON BIADHESIVOS Y RECUBRIMIENTO POR GALVANOPLASTIA,3926909090,10/15/2021 10:16:33 AM,10/15/2022 12:00:00 AM
202110140086097,890801451,VISERA PLANCHA DE BORDO X52 EG273HP,PARTE ESTETICA QUE CUBRE LOS INDICADORES ELECTRONICOS DE COMBUSTIBLE Y VELOCIDAD DEL VEHICULO,8708299000,10/19/2021 04:21:18 PM,10/19/2022 12:00:00 AM
202110140086099,830143020,• EMBLEMA MONOGRAMA S SUZUKI (68641-22J40-000) *EMBLEMA MONOGRAMA S SUZUKI (68181-12K10-000) * EMBLEMA MONOGRAMA ADDRESS (68131-40J30-000) * EMBLEMA S CROMADO (68211C16H00H000),EMBLEMAS MONOGRAMAS Y MARQUILLAS PLASTICAS DE POLIMERO ACRILICO Y POLIMERO DE ESTIRENO CON BIADHESIVOS Y RECUBRIMIENTO POR GALVANOPLASTIA,3926909090,10/15/2021 10:11:38 AM,10/15/2022 12:00:00 AM
202110140086104,900199343,POLIESTIRENO NATURAL (STYRON 484,Poliestireno Alto Impacto,3903900000,10/14/2021 04:43:00 PM,10/14/2022 12:00:00 AM
202110140086105,900199343,POLIESTIRENO CLARO (STYRON 649D,Poliestireno Cristal,3903190000,10/14/2021 04:34:24 PM,10/14/2022 12:00:00 AM
202110140086106,832003882,AMPOLLETA BLANCA VACIA SIN PIROGRABADO,AMPOLLETA BLANCA DE DIFERENTES CAPACIDADES SIN IMPRESIÓN,7010100000,10/22/2021 03:22:36 PM,10/22/2022 12:00:00 AM
202110140086107,860003563,TRANSFORMADORES ELECTRICOS DE DIELECTRICO LIQUIDO DE POTENCIAS ENTRE 1000 Y 10000 KVA,TRANSFORMADORES ELECTRICOS DE DIELECTRICO LIQUIDO DE POTENCIAS ENTRE 1000 Y 10000 KVA,8504229000,10/14/2021 02:42:13 PM,10/14/2022 12:00:00 AM
202110140086109,890301960,EARTH PACT NATURAL GREASE RESISTANT PLUS KIT 12 DE PESO 270 GR/M2 EN ROLLOS,PAPEL DE FIBRAS DE CELULOSA CON BARRERA A LA GRASA DE PESO 270 GR/M2,4811909000,10/22/2021 02:26:00 PM,10/22/2022 12:00:00 AM
202110140086110,890301960,EARTH PACT NATURAL GREASE RESISTANT PLUS KIT 12 DE PESO 305 GR/M2 EN ROLLOS,PAPEL DE FIBRAS DE CELULOSA CON BARRERA A LA GRASA DE PESO 305 GR/M2,4811909000,10/22/2021 02:20:04 PM,10/22/2022 12:00:00 AM
202110140086111,890301960,EARTH PACT NATURAL GREASE RESISTANT PLUS KIT 9 DE PESO 310 GR/M2 EN ROLLOS,PAPEL DE FIBRAS DE CELULOSA CON BARRERA A LA GRASA DE PESO 310 GR/M2,4811909000,10/22/2021 01:05:49 PM,10/22/2022 12:00:00 AM
202110150084688,890900943,NKD 125,AK125NKD EIII,9801100000,10/15/2021 11:48:35 AM,10/15/2022 12:00:00 AM
202110150084713,890900943,CR4 162 UNISHOCK,AK162CR4,9801100000,10/15/2021 11:47:25 AM,10/15/2022 12:00:00 AM
202110150084903,890900943,SPECIAL 100,AK100NV EIII,9801100000,10/15/2021 11:46:14 AM,10/15/2022 12:00:00 AM
202110150084975,890900943,SPECIAL 110 X,AK110NV EIII,9801100000,10/15/2021 11:44:54 AM,10/15/2022 12:00:00 AM
202110150084987,890900943,JET 125,AV12W7 EIII,9801100000,10/15/2021 11:42:48 AM,10/15/2022 12:00:00 AM
202110150084988,890900943,AK125SC DYNAMIC R,AK125SC,9801100000,10/15/2021 11:41:25 AM,10/15/2022 12:00:00 AM
202110150085004,890900943,AK125SC DYNAMIC PRO,AK125SC-R,9801100000,10/19/2021 09:57:02 AM,10/19/2022 12:00:00 AM
202110150085009,890900943,TTR 125,AK125TTR EIII,9801100000,10/19/2021 09:55:40 AM,10/19/2022 12:00:00 AM
202110150086108,51937871,PUNTO ECOLOGICO,PUNTO ECOLOGICO DE TRES CANECAS,9403200000,10/19/2021 10:04:46 AM,10/19/2022 12:00:00 AM
202110150086113,890801451,LENTE STOP BA5,LENTE DE STOP BA5 PARA MOTOCICLETAS,8714109000,10/21/2021 10:44:54 AM,10/21/2022 12:00:00 AM
202110150086120,901003427,LIF GUARDAFANGO TRAS (INT.NAL),LIF GUARDAFANGO TRAS (INT.NAL),8714109000,10/21/2021 11:14:54 AM,10/21/2022 12:00:00 AM
202110150086129,900800050,LOG DOME TACM MRX,CALCOMANIA DECORATIVA ADHESIVA PARA MOTO,4908909000,10/22/2021 04:27:55 PM,10/22/2022 12:00:00 AM
202110150086130,890801451,GUARDABARROS TRASERO GIXXER XF-123,PROTECTOR  DE SALPICADURAS DE BARRO O LODO DE LA RUEDA TRASERA DE LA MOTOCICLETA MODELO GIXXER XF-123 FABRICADO EN PLASTICO,8714109000,10/21/2021 11:29:53 AM,10/21/2022 12:00:00 AM
202110150086131,890801451,EXTENSIÓN GUARDABARRO TRASERO GIXXER XF-123,EXTENSIÓN GUARDABARRO TRASERO GIXXER (XF-123) PARA MOTOCICLETAS,8714109000,10/21/2021 12:15:36 PM,10/21/2022 12:00:00 AM
202110150086132,860006853,CARBOFLEX DEP,Ortoftalato de dietilo,2917341000,10/20/2021 02:27:11 PM,10/20/2022 12:00:00 AM
202110150086133,890801451,SOPORTE GUARDABARRO TRASERO GIXXER XF-123,SOPORTE DE GUARDABARRO TRASERO GIXXER XF123 PARA MOTOCICLETAS,8714109000,10/21/2021 03:22:49 PM,10/21/2022 12:00:00 AM
202110150086135,890801451,MEDALLON DELANTERO DERECHO - IZQUIERDO TEP GRAPHIT,APOYABRAZO CON SU EMBELLECEDOR DELANTERO DERECHO-IZQUIERDO FABRICADO EN PLÁSTICO PARA VEHÍCULOS AUTOMOTORES MARCA RENAULT,8708292000,10/21/2021 04:08:40 PM,10/21/2022 12:00:00 AM
202110150086137,890301960,PROPALPULPA A.D. BCA. DE PESO 70 GR/M2 EN HOJAS,Pasta de fibra celulosica de peso 70 gr/m2,4706920000,10/22/2021 04:20:36 PM,10/22/2022 12:00:00 AM
202110150086138,890301960,PropalPoly PVP Natural PE1S de 325 Grs/m2 en Hojas,Papel en hojas recubierto por una cara de plastico utilizado para el segmento de alimentos de 325 grs/ m2,4811599000,10/22/2021 04:12:01 PM,10/22/2022 12:00:00 AM
202110160085030,890900943,TTR 200,AK200TTR EIII,9801100000,10/19/2021 10:00:42 AM,10/19/2022 12:00:00 AM
202110160085036,890900943,TT Dual Sport 200,AK200DS EIII,9801100000,10/19/2021 09:59:25 AM,10/19/2022 12:00:00 AM
202110160085040,890900943,TT 250 ADVENTOUR FI,AK250RX3 EIV,9801100000,10/19/2021 09:58:16 AM,10/19/2022 12:00:00 AM
202110160085128,22030377,CALCA AKT GUARDABARRO TRAC,CALCOMANIA ADHESIVA PARA MOTO,4908909000,10/23/2021 11:38:20 AM,10/23/2022 12:00:00 AM
202110190085274,891410137,MOTOCICLETA SUZUKI ADDRESS,MOTOCICLETA SUZUKI UK110 ADDRESS DE 113 CC,8711200000,10/21/2021 04:27:31 PM,10/21/2022 12:00:00 AM
202110190085275,891410137,MOTOCICLETA SUZUKI AX4 EVOLUTION,MOTOCICLETA SUZUKI GD115H DE 112 CC,8711200000,10/22/2021 09:36:25 AM,10/22/2022 12:00:00 AM
202110190085277,891410137,MOTOCICLETA SUZUKI GSX125R,MOTOCICLETA SUZUKI GSX125 DE 125 CC,8711200000,10/22/2021 11:48:18 AM,10/22/2022 12:00:00 AM
202110190085279,891410137,MOTOCICLETA SUZUKI GN125,MOTOCICLETA SUZUKI GN125 DE 124 CC,8711200000,10/22/2021 12:01:22 PM,10/22/2022 12:00:00 AM
202110190085280,891410137,MOTOCICLETA SUZUKI AX4 GD110HU,MOTOCICLETA SUZUKI AX4 GD110HU DE 112.8 CC,8711200000,10/22/2021 02:48:13 PM,10/22/2022 12:00:00 AM
202110190085281,891410137,MOTOCICLETA SUZUKI GSX-R150,MOTOCICLETA SUZUKI GSX-R150 DE 147 CC,8711200000,10/22/2021 03:08:58 PM,10/22/2022 12:00:00 AM
202110190085282,891410137,MOTOCICLETA SUZUKI GSX-S150,MOTOCICLETA SUZUKI GSX-S150 DE 147 CC,8711200000,10/22/2021 03:38:52 PM,10/22/2022 12:00:00 AM
202110190085539,860404848,EQUIPO AIRE ACONDICIONADO CHEVROLET AVEO,EQUIPO DE AIRE ACONDICIONADO REF.4200556,8415200000,10/22/2021 05:55:37 PM,10/22/2022 12:00:00 AM
202110190085569,900858974,HANDSAVER DOMINAR SS,HANDSAVER DOMINAR SS,8714109000,10/22/2021 03:54:19 PM,10/22/2022 12:00:00 AM
202110190086144,900800050,Calco Karguero 3W Mp,CALCOMANIA DECORATIVA ADHESIVA PARA MOTO,4908909000,10/23/2021 11:54:49 AM,10/23/2022 12:00:00 AM
202110190086146,890801451,GUARDABARROS TRASERO GIXXER XF-123,PROTECTOR  DE SALPICADURAS DE BARRO O LODO DE LA RUEDA TRASERA DE LA MOTOCICLETA MODELO GIXXER XF-123 FABRICADO EN PLÁSTICO,8714109000,10/22/2021 04:10:42 PM,10/22/2022 12:00:00 AM
202110190086149,860054090,LAMINAS ACRILICAS,LAMINAS DE POLIMETACRILATO DE METILO,3920510000,10/19/2021 12:00:00 AM,10/19/2022 12:00:00 AM
202110190086151,860524955,PEDAL DE FRENO XR190L K79G/PEDAL COMP B,PEDAL DE FRENO XR190L K79G/PEDAL COMP B,8714109000,10/22/2021 04:22:05 PM,10/22/2022 12:00:00 AM
202110190086153,860051447,ESTUFA LINEAL DE TRES (3) QUEMADORES EN ACERO INOXIDABLE,ESTUFA LINEAL DE TRES (3) QUEMADORES EN ACERO INOXIDABLE,7321111900,10/21/2021 04:42:03 PM,10/21/2022 12:00:00 AM
202110190086161,860051447,CASILLERO DOCENTE,MODULO DE 10 CASILLEROS DOCENTES,9403200000,10/20/2021 02:36:22 PM,10/20/2022 12:00:00 AM
202110190086166,860519920,CONJUNTO DE MANTENIMIENTO EN TEJIDO PLANO 100% POLIESTER,CONJUNTO DOS PIEZAS PANTALON Y CAMISA DE MANTENIMIENTO EN TEJIDO PLANO 100% POLIESTER PÁRA HOMBRE,6203230000,10/23/2021 03:56:58 PM,10/23/2022 12:00:00 AM
202110190086171,17114128,CALCETÍN PARA USO CON BOTA DE COMBATE (TIPO DESIERTO),CALCETÍN 35% ACRÍLICO 63% POLIAMIDA NYLON TEXTURIZADO 2% SPANDEX,6115960000,10/23/2021 03:36:12 PM,10/23/2022 12:00:00 AM
202110220085447,93365729,CAMISA DEPORTIVA PARA DAMA TIPO POLO TEJIDO DE PUNTO 97% ALGODON 3% ELASTOMERO,CAMISA DEPORTIVA PARA DAMA TIPO POLO TEJIDO DE PUNTO 97% ALGODON 3% ELASTOMERO,6106100000,10/27/2021 09:29:44 AM,10/27/2022 12:00:00 AM
202110220085449,93365729,CAMISA DEPORTIVA TIPO POLO PARA HOMBRE TEJIDO DE PUNTO 97% ALGODON 3% ELASTOMERO,CAMISA DEPORTIVA TIPO POLO PARA HOMBRE TEJIDO DE PUNTO 97% ALGODON 3% ELASTOMERO,6105100000,10/27/2021 09:16:13 AM,10/27/2022 12:00:00 AM
202110220085625,860404848,EQUIPO AIRE ACONDICIONADO CHEVROLET NKR FASE II,EQUIPO DE AIRE ACONDICIONADO REF.42005108,8415200000,10/25/2021 04:52:03 PM,10/25/2022 12:00:00 AM
202110220086018,860404848,MANGUERA COMPRESOR CONDENSADOR I-90 GM,LINEA DE CONDUCCION DE REFRIGERANTE REF. 3401542,8415900000,10/25/2021 04:56:04 PM,10/25/2022 12:00:00 AM
202110220086154,860519920,PANTALONETA TEJIDO DE PUNTO 100% POLIESTER,PANTALONETA TEJIDO DE PUNTO 100% POLIESTER,6114300000,10/26/2021 02:42:41 PM,10/26/2022 12:00:00 AM
202110220086167,860519920,CONJUNTO DOS PIEZAS CAMISA Y PANTALON TEJIDO PLANO 60%ALGODON Y 40% POLIESTER PARA HOMBRE,CONJUNTO DOS PIEZAS CAMISA Y PANTALON TEJIDO PLANO 60%ALGODON Y 40% POLIESTER PARA HOMBRE,6203220000,10/26/2021 02:31:13 PM,10/26/2022 12:00:00 AM
202110220086184,890903474,Filamento de Poliéster Liso Retorcido,Hilados sencillos de poliéster con una torsión superior a 50 vueltas por metro,5402520000,10/23/2021 09:35:20 AM,10/23/2022 12:00:00 AM
202110220086188,890903474,Filamento de Poliéster Texturizado Retorcido,Hilados texturados retorcidos o cableados de poliéster,5402620000,10/23/2021 09:28:32 AM,10/23/2022 12:00:00 AM
202110220086192,901003427,LIF CUBIERTA MANUBRIO TRAS (INT.NAL),LIF CUBIERTA MANUBRIO TRAS (INT.NAL),8714109000,10/25/2021 08:08:43 AM,10/25/2022 12:00:00 AM
202110220086193,901003427,BAUL COLAUTO,BAUL COLAUTO,8714109000,10/25/2021 08:32:43 AM,10/25/2022 12:00:00 AM
202110220086194,901003427,CUBIERTA CENTRAL COLAUTO,CUBIERTA CENTRAL COLAUTO,8714109000,10/25/2021 08:45:02 AM,10/25/2022 12:00:00 AM
202110220086197,901003427,PROTECTOR MOTOR,PROTECTOR MOTOR,8714109000,10/25/2021 08:54:49 AM,10/25/2022 12:00:00 AM
202110220086198,901003427,CUBIERTA TRASERA INTERNA (INT. NAL.),CUBIERTA TRASERA INTERNA (INT. NAL.),8714109000,10/25/2021 09:45:30 AM,10/25/2022 12:00:00 AM
202110220086201,901003427,PISO (INT. NAL),PISO (INT. NAL),8714109000,10/25/2021 10:32:03 AM,10/25/2022 12:00:00 AM
202110220086215,800067286,CAUCHO REPOSAPIE STEP RUBBER XR125L,CAUCHO POSAPIE,4016992900,10/29/2021 03:26:23 PM,10/29/2022 12:00:00 AM
202110220086216,800067286,CAUCHO REPOSAPIE DEL/RUBBER,CAUCHO POSAPIE,4016992900,10/29/2021 03:24:00 PM,10/29/2022 12:00:00 AM
202110220086225,800031074,GORRA VERDE FEMENINA EJERCITO NACIONAL,GORRA VERDE FEMENINA EJERCITO NACIONAL TEJIDO TIPO PLANO TAFETAN 72% POLIESTER 28% LANA,6505009000,10/23/2021 03:29:20 PM,10/23/2022 12:00:00 AM
202110220086227,800031074,GORRO TIPO CHACO ARMADA NACIONAL,GORRO TIPO CHACO ARMADA NACIONAL 100% POLIESTER TEJIDO PLANO TAFETAN,6505009000,10/26/2021 09:08:34 AM,10/26/2022 12:00:00 AM
202110220086229,800031074,GORRA NAVAL MASCULINA,GORRA NAVAL MASCULINA ARMADA NACIONAL TEJIDO PLANO DIAGONAL 2X2 100% POLIESTER,6505009000,10/26/2021 09:06:43 AM,10/26/2022 12:00:00 AM
202110220086236,800031074,GORRO TIPO CHACO FUERZA AÉREA,GORRO TIPO CHACO FUERZA AÉREA TEJIDO PLANO 43% LANA 57% POLIESTER,6505009000,10/23/2021 03:20:10 PM,10/23/2022 12:00:00 AM
202110220086237,800031074,GORRA NAVAL FEMENINA ARMADA NACIONAL,GORRA NAVAL FEMENINA ARMADA NACIONAL TEJIDO PLANO DIAGONAL 2X2 100% POLIESTER,6505009000,10/26/2021 09:04:47 AM,10/26/2022 12:00:00 AM
202110220086246,93365729,CAMISA  PARA HOMBRE  65% ALGODON 35% POLIESTER . TEJIDO PLANO,CAMISA  PARA HOMBRE  65% ALGODON 35% POLIESTER . TEJIDO PLANO,6205200000,10/26/2021 10:40:12 AM,10/26/2022 12:00:00 AM
202110220086286,860404848,MANGUERA EVAPORADOR COMPRESOR NKR FII,LINEA DE CONDUCCION DE REFRIGERANTE REF.34305108,8415900000,10/25/2021 05:08:09 PM,10/25/2022 12:00:00 AM
202110220086288,860404848,MANGUERA DE DESCARGA MANGUERA EVAPORADOR COMPRESOR NPR FII,LINEA DE CONDUCCION DE REFRIGERANTE REF.34305109,8415900000,10/25/2021 05:15:27 PM,10/25/2022 12:00:00 AM
202110220086297,860404848,CONJUNTO MANGUERA SGM S3,LINEA DE CONDUCCION DE REFRIGERANTE REF.34305154,8415900000,10/25/2021 05:54:27 PM,10/25/2022 12:00:00 AM
202110220086300,860404848,TUBERÍA EVAPORADOR COMPRESOR TRAMO 2 SGM,LINEA DE CONDUCCION DE REFRIGERANTE REF.34315154,8415900000,10/25/2021 05:56:20 PM,10/25/2022 12:00:00 AM
202110220086329,900215324,FUNDA (ESTUCHE) PORTAGUANTES EN PLASTICO,FUNDA (ESTUCHE) PORTAGUANTES EN POLIOXIMETILENO,4202999000,10/23/2021 02:17:51 PM,10/23/2022 12:00:00 AM
202110220086337,860051447,SILLA  INTERLOCUTORA BIBLIOTECA,SILLA  INTERLOCUTORA BIBLIOTECA,9401800000,10/25/2021 03:54:44 PM,10/25/2022 12:00:00 AM
202110220086340,830071528,TOP CASE 37 L  ALU VERSYS 300,TOP CASE 37 L  ALU VERSYS 300,8714109000,10/25/2021 11:19:10 AM,10/25/2022 12:00:00 AM
202110220086358,890914860,CORDONERA 12 X 20 MM LATON,CORDONERA 12 X 20 MM LATON,8308101900,10/25/2021 04:47:25 PM,10/25/2022 12:00:00 AM
202110220086359,830071528,TOP CASE 37 L  ALU VERSYS 650,TOP CASE 37 L  ALU VERSYS 650,8714109000,10/25/2021 11:33:01 AM,10/25/2022 12:00:00 AM
202110220086360,890914860,OJALETE 3/16 MEDIANO LATON,OJALETE 3/16 MEDIANO LATON REDONDO (NNC),8308101900,10/25/2021 04:43:40 PM,10/25/2022 12:00:00 AM
202110220086362,890914860,APLIQUE HILO,APLIQUE HILO 14 X 15  MM ZAMAK,8308900000,10/25/2021 04:45:34 PM,10/25/2022 12:00:00 AM
202110220086365,860035047,DUREX 930,RESINA MELAMINICA FORMALDEHIDO,3909201090,10/27/2021 04:30:09 PM,10/27/2022 12:00:00 AM
202110220086366,860035047,DUREX 940,RESINA MELAMINICA FORMALDEHIDO,3909201090,10/27/2021 04:17:22 PM,10/27/2022 12:00:00 AM
202110220086367,860035047,DUREX 904,RESINA UREA FORMALDEHIDO,3909109000,10/28/2021 10:26:29 AM,10/28/2022 12:00:00 AM
202110220086369,890301960,EARTH PACT MG 50 GRS/M2 en ROLLOS,Papel sin estucar ni recubrir en bobinas de peso 50 grs/m2 para alimentos bajo la forma de bolsas o como soporte de laminaciones con  películas plásticas,4805919000,10/25/2021 02:56:10 PM,10/25/2022 12:00:00 AM
202110220086370,804010334,GANCHO PEDICULAR REDUCION ANDES,ARTICULOS Y APARATOS DE ORTOPEDIA O PARA FRACTURAS,9021102000,10/26/2021 09:17:04 AM,10/26/2022 12:00:00 AM
202110220086373,860513970,COQUE SIDERURGICO,COQUE SIDERURGICO,2704001000,10/27/2021 10:36:29 AM,10/27/2022 12:00:00 AM
202110220086374,860513970,COQUE DE FUNDICION,COQUE DE FUNDICION,2704001000,10/27/2021 10:34:17 AM,10/27/2022 12:00:00 AM
202110220086375,860513970,COQUECILLO,COQUECILLO,2704001000,10/27/2021 10:30:15 AM,10/27/2022 12:00:00 AM
202110230086181,860006853,POLYSTAB EL- 4033,Es un preparado lubricante - Estabilizante térmico de Tipo Calcio - Zinc para prevenir el envejecimiento al calor de compuestos rígidos de PVC.,3812399000,10/26/2021 04:48:48 PM,10/26/2022 12:00:00 AM
202110230086204,901003420,SILLIN AGILITY GO BL,80000557 SILLIN AGILITY GO BL,8714101000,10/25/2021 12:35:08 PM,10/25/2022 12:00:00 AM
202110230086205,901003420,CARGADOR USB VENOM 400,80004273 CARGADOR USB VENOM 400,8714109000,10/25/2021 01:21:14 PM,10/25/2022 12:00:00 AM
202110230086232,901003420,SILLIN TVS NTORQ,80004126 SILLIN TVS NTORQ,8714101000,10/25/2021 02:25:22 PM,10/25/2022 12:00:00 AM
202110230086234,901003420,SILLIN TVS NEO NX,80004301 SILLIN TVS NEO NX,8714101000,10/26/2021 08:05:15 AM,10/26/2022 12:00:00 AM
202110230086287,811046226,SOCKET USB DIO KZK NAL,SOCKET USB DIO KZK NAL,8714109000,10/26/2021 08:21:56 AM,10/26/2022 12:00:00 AM
202110230086341,901003420,SILLIN DEL KTM 250-390 ADV,80004955 SILLIN DEL KTM 250-390 ADV,8714101000,10/26/2021 09:33:10 AM,10/26/2022 12:00:00 AM
202110230086342,901003420,SILLIN TRAS KTM 250-390 ADV,80004956 SILLIN TRAS KTM 250-390 ADV,8714101000,10/26/2021 04:37:28 PM,10/26/2022 12:00:00 AM
202110230086343,901003420,SILLIN DEL HQV SP 200/401,80004522 SILLIN DEL HQV SP 200/401,8714101000,10/26/2021 04:48:59 PM,10/26/2022 12:00:00 AM
202110230086345,901003420,SILLIN TRAS HQV SP 200/401,80004957 SILLIN TRAS HQV SP 200/401,8714101000,10/26/2021 05:03:22 PM,10/26/2022 12:00:00 AM
202110230086347,901003420,SILLIN TVS ZT 125,80004516 SILLIN TVS ZT 125,8714101000,10/27/2021 08:59:50 AM,10/27/2022 12:00:00 AM
202110230086352,901003420,SILLIN TVS APACHE 200 4V TRAS,80004366 SILLIN TVS APACHE 200 4V TRAS,8714101000,10/27/2021 10:36:29 AM,10/27/2022 12:00:00 AM
202110230086356,93365729,CAMISA PARA HOMBRE   ALGODON 65% POLIESTER 33% LICRA  2% TEJIDO PLANO,CAMISA PARA HOMBRE   ALGODON 65% POLIESTER 33% LICRA  2% TEJIDO PLANO,6205200000,10/27/2021 03:44:00 PM,10/27/2022 12:00:00 AM
202110230086387,811046226,BUJE ANTIVIBRANTE GB-SC-PRO MP,BUJE ANTIVIBRANTE GB-SC-PRO MP,8714109000,10/27/2021 10:58:56 AM,10/27/2022 12:00:00 AM
202110230086388,811046226,Gbarr Tras Plas AK125NKD/SL,Gbarr Tras Plas AK125NKD/SL,8714109000,10/27/2021 11:25:30 AM,10/27/2022 12:00:00 AM
202110230086389,811046226,Guardacaden/Gbarro Tras CR4 MP,Guardacaden/Gbarro Tras CR4 MP,8714109000,10/27/2021 11:46:47 AM,10/27/2022 12:00:00 AM
202110230086390,811046226,Visor Panel Front 110X Mp,Visor Panel Front 110X Mp,8714109000,10/27/2021 04:43:24 PM,10/27/2022 12:00:00 AM
202110230086391,811046226,Protector Velo 125SC/SC-PRO,PROTECTOR VELOCIMETRO,8714109000,10/27/2021 04:48:58 PM,10/27/2022 12:00:00 AM
202110230086392,811046226,GUARDAB DEL INYECT BLAN FLEX MP,GUARDAB DEL INYECT BLAN FLEX MP,8714109000,10/27/2021 04:56:01 PM,10/27/2022 12:00:00 AM
202110230086393,811046226,Guardab Del Inyect Negr FLEX,Guardab Del Inyect Negr FLEX,8714109000,10/27/2021 05:04:07 PM,10/27/2022 12:00:00 AM
202110230086394,93365729,CAMISA  PARA DAMA  ALGODON 65% POLIESTER 33% LICRA  2% TEJIDO PLANO,CAMISA  PARA DAMA  ALGODON 65% POLIESTER 33% LICRA  2% TEJIDO PLANO,6206300000,10/27/2021 03:25:53 PM,10/27/2022 12:00:00 AM
202110240086152,900809220,Gato Central NKD MP,Gato Central NKD MP,8714109000,10/25/2021 12:52:02 PM,10/25/2022 12:00:00 AM
202110240086155,900809220,CUSHION,CUSHION,4016992900,10/29/2021 06:01:39 PM,10/29/2022 12:00:00 AM
202110250084832,830040574,CIRCUITO ANESTESIA ADULTO PEDIATRICO,CIRCUITO ANESTESIA ADULTO PEDIATRICO,9019200090,10/26/2021 09:15:24 AM,10/26/2022 12:00:00 AM
202110250085048,890900943,DYNAMIC K 125,AK125DYN R+,9801100000,10/26/2021 10:17:28 AM,10/26/2022 12:00:00 AM
202110250085053,890900943,DYNAMIC PRO CBS,AK125DYN PRO+,9801100000,10/26/2021 10:14:47 AM,10/26/2022 12:00:00 AM
202110250085056,890900943,HIMALAYAN,HIMALAYAN,9801100000,10/26/2021 10:12:53 AM,10/26/2022 12:00:00 AM
202110250085061,890900943,CR4 125 UNISHOCK,AK125CR4 EIII,9801100000,10/26/2021 10:11:27 AM,10/26/2022 12:00:00 AM
202110250086066,900388600,BATERIA AUTOMOTRIZ DE PLOMO 12 VOLTIOS CON CARGA,ACUMULADORES ELECTRICOS DE PLOMO 12 VOLTIOS,8507100000,10/26/2021 10:19:01 AM,10/26/2022 12:00:00 AM
202110250086182,890801451,MEDALLON DELANTERO DERECHO - IZQUIERDO TEXTIL SILVER,APOYABRAZO CON SU EMBELLECEDOR DELANTERO DERECHO-IZQUIERDO FABRICADO EN PLÁSTICO PARA VEHÍCULOS AUTOMOTORES MARCA RENAULT,8708292000,10/29/2021 01:09:23 PM,10/29/2022 12:00:00 AM
